PUBCHEM_SID,SMILES,Mtb Activity,IC90 Modifier,IC90,Vero Activity,IC50 Modifier,IC50
47204259,COC1=C(C=C(C=C1)Cl)C(=O)O/N=C(/C2=CC=CC=N2)\N,Active,>,100,Active,>,40
47204725,C=CCC1=C(C(=CC=C1)CNC2=CC3=CC=CC=C3N=C2)O,Inactive,,,Inactive,,
49640651,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,Active,,43.47,Inactive,,
49640662,CC1=CC2=C(C=C1C)OC3=C(C2=O)C=C(C=C3)C#CC(C)NC,Active,,35.53,Active,,28.994
49641070,C1=CC(=NC=C1Cl)NC2=C(C=C(C=N2)[N+](=O)[O-])[N+](=O)[O-],Active,,99.44,Active,>,40
49641348,CCCC1=CC(=O)N2C(=N1)C(=C(N2)C)C3=CC=C(C=C3)Cl,Active,,13.23,Active,,39.467
49641658,CCNCC(=O)N1C2=CC=CC=C2CCC3=C1C=C(C=C3)NC(=O)OC(C)C.Cl,Active,,77.04,Inactive,,
49641834,CC[N+]1=C2C=C(C=CC2=NC3=CC=CC=C31)N(CC)CC.[I-],Active,,5.55,Active,>,40
49641955,CC(C)(C)SC1=NSC(=N1)NC(=O)NC2=CC(=CC=C2)OC,Inactive,,,Active,,7.817
49641980,CN1CCC(=CC1)/C=C/C2=CC=C(C=C2)C3=CC=CC=C3.Cl,Active,,27.99,Active,,8.118
49642195,COC(=O)C1CC(=O)N(C1)C2=CC=C(C=C2)OCC3=CC=CC=C3Cl,Active,,4.8,Inactive,,
49642346,C1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C3=CC=CC=C3)C4=C(C(=CC(=C4)[N+](=O)[O-])Cl)O)C5=CC=CC=C5.[O-]Cl(=O)(=O)=O,Active,,7.3,Active,>,40
49642517,CC1=CC(=C2C=C(C=CC2=N1)OC)N/N=C/C3=C(C=C(C=C3)OC)OC,Active,,19.71,Active,,1.774
49642690,CC[N+]1=C(N(C2=C1C=C(C=C2)C3=NC4=CC=CC=C4S3)C5=CC=CC=C5)/C=C/N(C)C6=CC=CC=C6.[I-],Active,,1.36,Active,,3.057
49642749,CC1CN(CC(N1)C)C2=CC(=C(C=C2)[N+](=O)[O-])NCCOC3=CC=C(C=C3)Cl,Active,,31.24,Active,,11.662
49643041,CCC1=NC(=C2C3=C(CC(CC3)C(C)(C)C)SC2=N1)N4CCN(CC4)C(=O)C,Active,,21.53,Active,>,40
49643365,CCOC(=O)CSC1=NN=C(O1)C2=CNC3=CC=CC=C32,Active,,22.12,Inactive,,
49643486,CCC1=CC=C(C=C1)N=C2NC(=O)/C(=C/C3=CC(=C(C(=C3)OC)O)OC)/S2,Active,>,100,Active,>,40
49644225,CCC1=CC=C(C=C1)N2N=C3C=C(C(=CC3=N2)N)C,Inactive,,,Active,>,40
49644279,CC1=NC2=C(S1)C=C(C=C2)OC(=O)C3=CC=CC=C3,Active,>,100,Inactive,,
49644455,CCC1=NC2=CC=CC=C2C(=C1C)C(=O)NC3=C(C=CC(=C3)C)C,Active,>,100,Inactive,,
49644944,CCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=C(C=CC=N3)C)O,Active,,22.05,Active,,29.288
49645254,C1=CC=C2C=C(C=CC2=C1)OCC3=NN=C(O3)SCC(=O)N,Active,,27.26,Inactive,,
49645294,C1=CC(=CC=C1N2C(=O)/C(=C\C3=C(C=C(C=C3)O)O)/C(=O)N2)Br,Active,>,100,Inactive,,
49645361,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC=C(O2)/C=C\3/C(=O)NC(=O)S3,Inactive,,,Active,>,40
49645544,CC1(C2=C(C[C@H]3N1C(=O)N(C3=O)CC4=CC=CC=C4F)C5=CC=CC=C5N2)C,Active,>,50,Active,>,40
49645547,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)Cl,Active,,59.21,Active,,35.833
49645755,C1CN(CCN1C2=C(C=NC=C2Cl)Cl)C(=O)C3=CC4=C(C=C3)C(=O)C5=CC=CC=C5S4(=O)=O,Active,,52.2,Inactive,,
49645825,C1=CC(=CC=C1NC(=O)C2=CC3=C(C=C(C=C3)O)OC2=N)Br,Active,,3.96,Active,,23.736
49645933,CC(C)C[C@@H](C(=O)OC)NC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,Active,,39.8,Inactive,,
49646146,CC(C(=O)OC)OC1=CC2=C(C=C1)C(=O)/C(=C/C3=CC=CO3)/O2,Active,,17.19,Inactive,,
49646351,CC1=CC(=C2C(=CC(=O)OC2=C1C)CN3CCN(CC3)CC4=CC=CC=C4)C.Cl,Active,,55.23,Inactive,,
49646448,C1CN(C(=O)[C@H]2[C@@H]1C=CC[C@H]2C(=O)NCCC3=CC=CC=C3)CC4=CC(=C(C=C4)Cl)Cl,Active,,85.48,Active,,34.373
49646576,CC(C)CC1=CC=C(C=C1)C(C)C(=NCCC2=CC=CC=C2)N.Cl,Active,,27.83,Active,,12.094
49646648,CC1=CC=C(C=C1)C(=O)SC2=CC=CC=CC2=O,Active,,2.12,Active,,11.473
49646700,CCOC1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C)CCC3=CC(=C(C=C3)OC)OC)C4=CC=C(C=C4)OCC.[O-]Cl(=O)(=O)=O,Active,,2.52,Active,>,40
49647034,CCCOC(=O)CSC1=C(C2=C(COC(C2)(C)C)C(=N1)N3CCOCC3)C#N,Active,,42.46,Inactive,,
49647037,CC(CCC1=CC(=C(C=C1OC)OC)OC)NCCC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Active,,26.66,Active,,13.915
49647040,C1COCCN1CC(C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)Br.Cl,Active,,13.77,Active,>,40
49647052,CNC1=CC2=[N+](C3=CC=CC=C3N=C2C=C1)C.[O-]Cl(=O)(=O)=O,Active,,1.68,Active,,18.347
49647098,CC1=CC=C(C=C1)C2CC(=NN2C(=O)CCl)C3=CC=CS3,Active,,1.77,Active,,2.242
49647168,CCCCCCCCCCOC(=O)CN1C2=CC=CC=C2[N+](=C1COC3=CC=C(C=C3)Cl)C.[Cl-],Active,,17.49,Inactive,,
49647323,CCOC1=CC(=C(C=C1)C2=C(C=NN2)C3=CC=C(C=C3)Cl)O,Active,,72.29,Active,>,40
49647829,CCCCCCCCCCC[N+](C)(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.[Br-],Active,,9.28,Active,,25.365
49647906,COC1=CC=C(C=C1)NC2=NC(=C(C(=N2)NC3CCCCC3)[N+](=O)[O-])N,Active,,26.29,Active,,31.985
49647910,CC1=CC2=C(C=C1)N=C(N=C2C3CCCCC3)N(C)OC,Active,,68.23,Inactive,,
49647914,CCOC(=O)C1=NC(=C(S1)C(=O)CN(CC=C)C2=CC(=CC=C2)Br)C,Active,,32.64,Inactive,,
49647941,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC4=C3C=C(C=C4)F,Active,,26.97,Active,>,40
49648069,CC1=CC=CN2C1=NC(=C(C2=O)/C=C(\C#N)/C(=O)NCCCOC)N3CCN(CC3)C4=CC(=CC=C4)Cl,Active,>,100,Active,>,40
49648550,CC(C)CCCC(C)NCC1[C@H]2CC3C(=C)CCC[C@@]3(C[C@H]2OC1=O)C,Active,,26.23,Active,,26.96
49648685,CC1=CC2=C(C=C1C)OC3=C(C2=O)C=C(C=C3)NCCCN4C=CN=C4,Active,,25.72,Active,,12.402
49648837,C1[C@H]2C(=O)N[C@H](C(=O)N2[C@@H]3[C@]1(C4=CC=CC=C4N3)[C@]56C[C@H]7C(=O)N[C@H](C(=O)N7[C@H]5NC8=CC=CC=C68)CC9=CC=CC=C9)CC1=CC=CC=C1,Inactive,,,Inactive,,
49648875,COC1=CC=C(C=C1)N/C(=C/2\CCCC2=O)/C3CCCCC3,Inactive,,,Active,>,40
49649053,CC(C)CC[N+]1=CC=CC=C1/C=C/C2=CC=C(C=C2)N(C)C.[I-],Active,,15.36,Active,>,40
49649435,CCNC1=NC(=C2C=NN(C2=N1)C)NC3=CC(=C(C=C3)C)Cl,Active,>,100,Active,>,40
49649441,CC1=NC(=NC=C1C(=O)NC2=NC=C(C=C2)Br)SC,Active,,2.93,Active,>,40
49649495,CCOC1=C(C=C2C(=C1)CNC(C3=CC=CN32)C4=CC=C(C=C4)C(C)C)OCC.Cl,Active,,28.68,Active,>,40
49649642,CCN1CN(C(=S)SC1)CC2=CC=CC=C2,Active,,60.66,Active,,20.656
49664981,CN(C)CCN1C=NC2=C(C1=N)C(C3=C(O2)C4=CC=CC=C4C=C3)C5=CC=CC=C5OC,Active,,28.87,Active,,5.801
49665180,C=CCOC1=CC=C(C=C1)C2=NOC(C2)C(=O)NC3=CC4=C(C=C3)OCCO4,Active,,60.03,Inactive,,
49665230,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)O)[N+](=O)[O-],Active,,13.5,Active,,17.788
49665337,CC1=C(C=C(C=C1)NC(=O)CNCC2=CC=CS2)Br.Cl,Inactive,,,Inactive,,
49665585,CC1=C(C=C(C=C1)N=NC2C(=NN(C2=O)C(=S)N)C)Br,Active,>,100,Active,>,40
49665744,CC1=CC=C(C=C1)CN2CCC(CC2)C3=CC(=NN3)C4=CC=C(C=C4)Cl,Active,,18.16,Active,>,40
49665798,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC=C3OCCOCCNCC4=CC=C(C=C4)F,Active,,25.98,Active,,13.259
49666064,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,Active,,52.79,Active,>,40
49666157,CC(C(=O)OC)OC1=CC=C(C=C1)C2=NC=CC(=N2)C3=CC=CC=N3,Active,,6.95,Inactive,,
49666219,C1=CC=C(C=C1)N=NC2=C(NN=C2)C3=CC=C(C=C3)Cl,Active,>,100,Active,>,40
49666263,C1=CC=C(C=C1)S(=O)(=O)C2=NC=C(C=C2)[N+](=O)[O-],Active,,2.98,Active,,8.089
49666378,C1=CC=C2C(=C1)C=CC(=N2)C3=CC=C(C=C3)N4C=CN=C4,Active,,42.5,Inactive,,
49666418,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Active,>,100,Active,,29.409
49666538,CC(C(=O)OC)OC1=CC=C(C=C1)CC2=C(C=C(C=N2)C(F)(F)F)Cl,Active,,5.97,Inactive,,
49666869,CCCN(CCC)CCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,Active,,27.12,Active,,15.074
49666983,C1=CC=C\2C(=C1)C3=C(C=CC=C3/C2=N\NC(=O)N)C#N,Active,>,100,Active,>,40
49667132,CC1=CC2=C(C=C1)N(C(=C2/C=C/C3=CC=[N+](C=C3)C)C)C.[I-],Active,,6.61,Active,>,40
49667229,C1=CC=C(C=C1)C(=O)C#CC2=CC=CC=C2N,Active,,21.7,Active,,16.95
49667441,CCOC1=C(C=C(C=C1)C2C3=C(C[C@@H]4N2C(=O)CN(C4=O)C5CCN(CC5)CC6=CC=CC=C6)C7=CC=CC=C7N3)OC,Active,>,100,Active,,38.92
49668070,COC1=CC=C(C=C1)C2=C(C3=C(O2)C=CC(=C3)C4=CN=C(C=C4)OC)C#CC5(CCCCC5)O,Inactive,,,Active,>,40
49668142,CCOC(=O)C1=C(C=C(C=C1)C2=C(ON=C2C3=CC4=C(C=C3)OCO4)C)F,Active,>,100,Inactive,,
49668401,CC1=NC2=C(C=C1)C=CC3=C2N=C(C=C3)C,Active,,2.11,Active,,36.365
49668423,CCCCCOC1=CC=C(C=C1)NC2=CC(=O)CCC2,Active,,98.95,Active,>,40
49668664,C1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)N,Active,,64.17,Inactive,,
49668826,CC1=CC=C(C=C1)C(=O)N2C(CC(=N2)C3=CC=C(C=C3)NS(=O)(=O)C)C4=CC=CS4,Active,,37.51,Active,>,40
49668876,CCOC1=CC=CC(=C1O)/C=C/C2=NC3=C(C=CC=C3O)C=C2,Active,>,100,Active,,35.748
49669013,C1=CSC(=C1)C(=O)N/N=C\C=C\C2=CC=C(O2)[N+](=O)[O-],Active,,15.06,Active,,30.589
49669308,CCOC1=CC=C(C=C1)NC=NC2=CC=C(C=C2)OCC,Inactive,,,Inactive,,
49669750,COC1=CC=CC=C1N2C=C3C(=CC(=CC3=N2)[N+](=O)[O-])[N+](=O)[O-],Active,,5.89,Inactive,,
49669969,COC1=C(C=C2C(N(CCC2=C1)C(=O)CCl)C3=C(C=CC(=C3)Br)F)OC,Active,,23.03,Active,,5.636
49670026,CC1=C(C2=C(N1)C=CC(=C2)OC(F)(F)F)CCNCC3=CC=C(C=C3)Cl.C(=O)(C(=O)O)O,Active,,18.75,Active,,12.575
49670252,CN(C1=CC=CC(=N1)C(F)(F)F)/N=C/C2=C(C(=CC(=C2)Br)Br)O,Active,,11.24,Active,,17.579
49670404,CCC1=CC=C(C=C1)NCC2=CC(=C(C=C2)OC)CN3C=CN=C3,Active,,23.73,Active,,24.228
49670432,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3O2)[N+](=O)[O-])N,Active,>,100,Inactive,,
49670513,CCOC(=O)C1=CC=C(C=C1)N=CC2=C(C3=CC=CC=C3OC2=O)O,Inactive,,,Inactive,,
49670524,COC1=CC=C(C=C1)N2C=C(C3=CC=CC=C3C2=O)C(=O)NC(CCSC)C(=O)OC,Active,>,25,Inactive,,
49670527,COC1=CC=CC=C1/C=N/NC(=O)NC23CC4CC(C2)CC(C4)C3,Inactive,,,Active,>,40
49670598,CCCOC1=CC2=C(C=C1)C3=C(C2=NN=C(N)N)C=C(C=C3)OCCC.Cl,Active,,18.08,Active,,12.211
49670723,C1CC1CNC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Active,,11.2,Inactive,,
49670875,COC1=CC=C(C=C1)C2=NN(C(=O)C=C2)CC3=C(C=CC=C3Cl)F,Inactive,,,Inactive,,
49670947,C1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)O,Active,>,50,Inactive,,
49671244,C=CCOC1=CC=CC=C1CN(C2=CC3=C(C=C2)OCO3)C(=O)CCl,Active,,3.72,Active,,1.678
49671449,CSC1=CC(=NC(=C1)C2=CC=NC=C2)C3=CC=C(C=C3)Cl,Inactive,,,Inactive,,
49671475,CCOC1=CC=C(C=C1)N2CC3=C(C=CC(=C3)OCC)N=C2,Active,>,100,Active,>,40
49671810,C1=CC(=CC=C1C(=O)CNC(=O)C2=CC=C(C=C2)Cl)Cl,Inactive,,,Inactive,,
49671817,C1CCN(CC1)CC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O,Active,,12.54,Active,,14.545
49671898,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C(C=C3N2)C)C)F,Active,,1.91,Inactive,,
49672058,COC1=CC=CC=C1C2CCN(CC2)CC3=CC4=CC=CC=C4C=C3,Active,,24.6,Active,>,40
49672630,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC3=CC(=C(C=C3)[N+](=O)[O-])C(F)(F)F,Active,>,100,Active,>,40
49672639,C1CN(CCN1CC(COC2=CC=C(C=C2)C#N)O)C3=C(C=C(C=N3)C(F)(F)F)Cl,Active,,24.28,Active,>,40
49673239,C1CC(N(C1)C(=O)CCl)C2=CC3=C(C=C2)OCCO3,Active,,14.14,Active,,11.617
49673580,CCOC1=C(C(=CC(=C1)/C=C/2\COC3=CC=CC=C3C2=O)Br)OCC(=O)N(C)C,Active,,11.45,Active,,15.155
49673607,CC1=CC=CC=C1N/N=C/C2=C(N=C3N2C=CC=C3)C,Active,,72.46,Active,>,40
49673646,CC1=C(SC=C1)/C=N/NC2=C(C=C(C=C2)F)F,Inactive,,,Inactive,,
49673661,CC1=CN=C(S1)NC(=O)NCC2CCCC(C2)CNC(=O)NC3=NC=C(S3)C,Active,>,50,Active,>,40
49673676,CCOC(=O)CSCC(=O)N1CCC(CC1)CC2=CC=CC=C2,Active,,16.22,Inactive,,
49673775,CCOC1=CC=C(C=C1)CN(C)CC(COC(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC)O,Active,,18.93,Active,,26.576
49673831,CCN(CCNCC(COC1=CC=CC=C1C(C)C)O)C2=CC=CC(=C2)C.C(=O)(C(=O)O)O,Active,,26.04,Active,,14.203
49674002,C1=CC=C2C=C(C=CC2=C1)C(=O)/C=C/C3=CC(=C(C=C3)O)[N+](=O)[O-],Active,>,100,Active,>,40
49674119,COC1=CC=C(C=C1)OCC2=NN=C3N2N=C(C(S3)CC(=O)O)C4=CC=CC=C4,Inactive,,,Inactive,,
49674179,C1CCC(=NCC1)NNC2=CC=CC=C2.Cl,Inactive,,,Inactive,,
49674215,CCCC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C(C)C,Active,,51.12,Active,>,40
49674222,C1=CC=C(C=C1)C(C2=CC=CC=C2)OCC(CNCCC3=CC=C(C=C3)C(F)(F)F)O.C(=O)(C(=O)O)O,Active,,23.11,Active,,24.507
49674287,C1=CC=C(C=C1)CN(C(=S)NC2=CC(=C(C=C2)Cl)Cl)N,Active,,39.38,Inactive,,
49674384,CC1=CC(=C2C=NN(C2=N1)C(C)C)C3=CC=C(C=C3)Cl,Active,,58.08,Inactive,,
49674399,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=[N+](C=C1)CCCCCCCCCC#CC#CCCCCCCCCC[N+]2=CC=CC=C2,Active,,6.85,Active,>,40
49674644,CC(C1=CC=CC=C1Cl)OC(=O)C2=NC3=CC=CC=C3N=C2,Active,,34.04,Inactive,,
49674689,C[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],Active,,20.85,Active,>,40
49674738,C[C@@H]1C[C@H](C2=CC=CC=C2O1)NS(=O)(=O)OCC(Cl)(Cl)Cl,Active,,92.2,Active,>,40
49675007,C1=NC2=C(N1)C(=S)N=CN2,Active,,5.19,Active,>,40
49675105,COC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)N4CCN(CC4)C5=CC=CC=C5OC,Active,,25.53,Active,>,40
49675118,CN(C)C1(CCCCC1)CNC(=O)NC2=CC(=C(C=C2)Cl)Cl,Active,,13.05,Active,>,40
49675217,C1=CC=C(C=C1)CSC2=NC3=CC=CC=C3N2N,Inactive,,,Inactive,,
49675298,CCCCOP(=O)(C(C1=CC=NC=C1)NC2=CC=C(C=C2)C(=O)OCC)OCCCC,Inactive,,,Active,>,40
49675892,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)CSC2=CC=CC3=C2N=CC=C3,Active,,68.25,Active,>,40
49675981,C1COCCN1CCNC(=S)N/N=C/C2=CC=CS2,Active,,7.16,Inactive,,
49676421,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)/C=N/N=C(N)N.[N+](=O)(O)[O-],Active,,12.83,Active,,6.417
49676547,CC1=CC=C(O1)CCC(=O)NC2=CC(=CC(=C2)C)C,Active,>,100,Inactive,,
49677113,CSC1=CC=CC=C1C(=O)NC2CCSC3=CC=CC=C23,Inactive,,,Inactive,,
49677428,CC1=C2C(=C(C=C1)OC)N=C(S2)N(CCN(C)C)C(=O)/C=C/C3=CC=CS3.Cl,Active,,36.13,Active,,12.676
49677437,C1=CC=C(C(=C1)S(=O)(=O)NC2=CC3=C(C=C2)NN=C3)Cl,Active,,17.13,Inactive,,
49677590,COC1=CC=C(C=C1)N2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl,Inactive,,,Active,>,40
49677909,CCCCC(=O)OCC(=O)N1C(C(C(=N1)C2=CNC3=CC=CC=C32)O)C4=CC=C(C=C4)OC,Active,,25.1,Active,>,40
49677941,CN(CC1=CC=C(C=C1)Br)C(=O)CCN2C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-],Active,>,100,Inactive,,
49679153,C1=C(OC(=C1)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])/C=N\N3C=NN=C3,Active,,49.93,Inactive,,
49679273,C1=CC=C2C(=C1)C=C3C(=CC(=CC3=N2)[N+](=O)[O-])[N+](=O)[O-],Active,,0.64,Active,,18.945
49679613,CN1C=C(C2=CC=CC=C21)/C=C/3\C(=O)NC(=O)N(C3=O)C4=CC=CC=C4,Active,>,100,Inactive,,
49679614,C1=CC=C(C=C1)NC2=NC(=NC(=N2)N/N=C/C(CO)O)NC3=CC=CC=C3,Active,,24.08,Active,>,40
49679736,CC1=C(C=C(C=C1)NC2=NC3=CC(=C(C=C3C(=N2)N)OC)OC)Cl.Cl,Active,,66.82,Active,,3.774
49679821,CC1=CC(=C(C=C1)C)N2CCN(CC2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC.Cl,Active,,18.72,Active,,3.412
49679907,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)C(C3=CC=CC=C3)NCCN(C)C,Active,,12.07,Active,,13.249
49679958,CC(C)OC(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC(=CN=C2)Br,Active,>,100,Inactive,,
49680186,COC1=CC=C(C=C1)N2C(=C3CSCC3=N2)NC(=O)CCl,Active,,12.47,Active,,18.023
49680640,COC1=CC=C(C=C1)C2=CC3=C(S2)C(=O)NC(=N3)CCl,Active,,6.45,Active,,6.885
49680648,CC1=CC(=C(C=C1)C)C2C(=O)C3=CC=CC=C3C2=O,Active,,46.76,Inactive,,
49680703,C1CN(CCN1C2=NC=C(C=C2)C(F)(F)F)C(=O)C3=CC=C(S3)[N+](=O)[O-],Active,,17.47,Inactive,,
49680765,C1=CC(=CC(=C1)O)C(=O)/C=C/C2=CN=CC=C2,Active,,24.14,Active,,15.602
49680844,C1CN(CCN1CC2=CC=C(C=C2)C#N)CC(=O)NCCC3=C(C=C(C=C3)Cl)Cl,Active,,51.16,Inactive,,
49680881,CCOC1=CC(=C(C=C1)/C=N/NC2=NN=C(C=C2)Cl)O,Active,,6.71,Active,,18.397
49680908,CCOC(=O)C1=C(NC(=C1C)C(=O)OCC)CN2CCN(CC2)C3=CC=C(C=C3)OC,Active,,48.61,Active,>,40
49681546,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,Inactive,,,Inactive,,
49681565,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N.CS(=O)(=O)O,Inactive,,,Inactive,,
49681568,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,Active,,39.25,Active,,16.48
49681592,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC.Cl,Active,,40.5,Active,>,40
49681644,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,Inactive,,,Active,,37.884
49681832,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Active,,6.6,Active,,18.701
49713729,COC1=CC(=C(C=C1)OC)C(=O)NC(CC(=O)N)C2=CC(=C(C=C2)NCC3=CC(=C(C=C3)F)F)[N+](=O)[O-],Inactive,,,Inactive,,
49713945,CCCCCCC1=CC=C(C=C1)N2C[C@@H]([C@H](C2=O)CC(=O)NCC3=CC=CC=C3)C,Inactive,,,Active,>,40
49713966,CCCCCC1=CC=C(C=C1)C2=CN(N=N2)CC3=CC(=CC=C3)OC,Active,>,100,Inactive,,
49714350,CCN(CC)C1=CC(=C(C=C1)NC(=O)C2=CC=CC3=C2C(=O)N(C3)C4CCN(CC4)C(=O)OCC)C,Active,>,100,Active,>,40
49714658,CCCCSCCCNC(=O)C1=CN(C2=C(C1=O)C=C(C=C2)S(=O)(=O)N3CCOCC3)CC,Active,,50.82,Inactive,,
49715080,CC1=CC=CC=C1CN2C=C(C=N2)NC(=O)C3=NOC(=C3[N+](=O)[O-])C(C)C,Active,,8.45,Inactive,,
49715290,CC1=NC2=CC=CC=C2C3=C1C=C(O3)C(=O)N4CCN(CC4)C5=CC=C(C=C5)OC,Active,>,100,Inactive,,
49715303,CCN1CCN(CC1)CCCNC(=O)C2=CC=C(C=C2)/C=C/3\C(=O)N(C4=CC=CC=C4O3)CC5=CC=CC(=C5)C,Active,,48.12,Active,,5.994
49715750,CSC1=CC=CC(=C1)NC(=O)CCS(=O)(=O)C2=CC=CC3=NON=C32,Active,,9.26,Inactive,,
49715837,CCC1=CC=C(C=C1)NC2=N[N+](=C(S2)C3=CC=NC=C3)C.[Cl-],Active,,47.6,Inactive,,
49715867,CC1=CC(=C(C=C1)OC)NC2=N[N+](=C(S2)C3=C(C=CC=C3Cl)Cl)C4=CC=CC=C4.[Cl-],Active,,24.95,Active,,9.906
49715928,CCOC1=CC=C(C=C1)NC(=O)C2=C(C3=C(N=C(N=C3S2)C)N4CCOCC4)C,Active,,56.95,Inactive,,
49716146,CCCCN1C2=C(C=C3C(=C2)N=C(C(=O)N3)C(C)C)N=C1C4=CC=C(C=C4)C(C)(C)C,Inactive,,,Active,,32.72
49716353,CCOC(=O)C1CCN(CC1)C2=CC3=C(C=C2NC(=O)C4=CC=CC=C4Cl)N(C(=O)N3C)C,Active,,51.23,Inactive,,
49716586,C1CN(CCN1C2=CC=CC=C2)C(=O)CSC3=NC4=CC=CC=C4N=C3N5CCOCC5,Active,,14.02,Inactive,,
49717003,C1=CC=NC(=C1)SCC(=O)NC2=NON=C2[N+](=O)[O-],Active,,6.24,Active,,24.547
49717778,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)N5CCN(CC5)C6=CC=C(C=C6)Cl,Active,,50.99,Active,>,40
49717826,CC(C)NC(=O)C1=C2NC(=O)C3=C(N2C(=S)S1)C=C(C=C3)C(=O)NCCC4=CC=C(C=C4)Cl,Active,,0.83,Active,>,40
49717850,C1COCCN1C2=NC(=NC(=N2)NC3=CC=CC=C3)SCC(=O)NC4=C(C=CC(=C4)Cl)O,Inactive,,,Active,,17.043
49718105,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,Active,,64.74,Active,,14.432
49718382,CC1=CC(=CC(=C1Cl)C)OCC2=CC(=NO2)C(=O)N(C)CCC3=CN(N=C3)C,Active,,56.16,Active,>,40
49718548,CCCC1=NC=C(C=N1)CN2CCCC(C2)C(=O)NC3=CC=C(C=C3)C4=CC(=CC=C4)OC,Inactive,,,Inactive,,
49719723,C1=CC=NC(=C1)C2=CSC(=N2)NC(=O)CCS(=O)(=O)C3=CC=C(C=C3)F,Active,,29.09,Active,,21.12
49719945,CC(=O)N1C(CC2=C1C=CC(=C2)S(=O)(=O)N3CCCCC3)C(=O)NCC4=CC=C(C=C4)SC,Inactive,,,Inactive,,
49719991,CC1C(=O)NC2=C(S1)C=CC(=C2)S(=O)(=O)N3CCC(CC3)C(=O)NC4=C(C=C(C=C4)C)Cl,Inactive,,,Active,>,40
49720145,COC1=CC=C(C=C1)C2=NN3C=NN(C(=O)C3=C2)CC(=O)NCCCN4CCC(CC4)CC5=CC=CC=C5,Active,,39.68,Active,,34.22
49720314,CSC1=CC=CC(=C1)CNC(=O)C2CCC(=O)N(C2)CC3=CC(=CC=C3)C(F)(F)F,Active,,41.82,Active,>,40
